agent_id,faction,persona,champion,top3,confidence,reason,source_file
mental_07_3,心理抗压派,阿根廷足球观察者,阿根廷,阿根廷|巴西|葡萄牙,62,梅西38岁最后一届的使命感将激发超出8.16亿欧身价的战斗力，送别球王的集体意志是1962年来首个卫冕契机。,wc2026_aggregation.json
mental_08_1,心理抗压派,前荷兰国脚,阿根廷,阿根廷|法国|西班牙,62,荷兰无冕之王心魔太深，转而看好阿根廷凭卫冕经验+梅西最后一舞动力打破魔咒。,mental_08_predictions.json
mental_08_2,心理抗压派,前克罗地亚球员,克罗地亚,克罗地亚|阿根廷|法国,30,400万人口小国2018亚军2022季军，战火中走出的韧性DNA比身价更重要，莫德里奇最后一舞。,mental_08_predictions.json
mental_08_3,心理抗压派,前葡萄牙国脚,葡萄牙,葡萄牙|西班牙|法国,68,C罗41岁第六次参赛是史无前例的精神引擎，K组有利分组+双核中场让球队不再单点承压。,mental_08_predictions.json
mental_09_1,心理抗压派,体育精神导师,西班牙,西班牙|阿根廷|德国,78,西班牙系统性引入冥想和正念训练，亚马尔佩德里在高压下保持冷静，连续不败心理惯性难以打破。,wc2026_aggregation.json
mental_09_2,心理抗压派,前德国国脚,德国,德国|法国|西班牙,62,2014夺冠到2022出局后三年痛苦心理重建，穆西亚拉维尔茨新生代带着证明自己的心态出征。,wc2026_aggregation.json
mental_09_3,心理抗压派,南美足球文化学者,阿根廷,阿根廷|巴西|西班牙,71,阿根廷延续Libre para siempre自由足球哲学，38岁梅西享受比赛带领卫冕冠军，放松心态下魔咒反而成动力。,wc2026_aggregation.json
mental_10_1,心理抗压派,前巴西国脚,法国,法国|西班牙|阿根廷,72,巴西24年无冠的第六颗星压力+伤病压垮心态，法国德尚最后一届反而无包袱。,mental_10_predictions.json
mental_10_2,心理抗压派,前挪威国脚,阿根廷,阿根廷|法国|西班牙,68,哈兰德证明自我心态在死亡之组是毒药，梅西最后一舞心态最放松，经验决定高压表现。,mental_10_predictions.json
mental_10_3,心理抗压派,前墨西哥国脚,葡萄牙,葡萄牙|阿根廷|德国,65,东道主不输就行减压；C罗话题分散火力让葡萄牙年轻人无压力发挥，心理环境最宽松。,mental_10_predictions.json
model_01_1,建模派,量化金融分析师,西班牙,西班牙|法国|英格兰,72,蒙特卡洛模拟10000次tournament显示西班牙夺冠概率18.3%居首，FIFA第1+不败纪录+亚马尔有望恢复。,model_01_predictions.json
model_01_2,建模派,数据科学家,法国,法国|英格兰|西班牙,68,泊松分布显示法国场均期望进球2.1球居首，姆巴佩+登贝莱+奥利塞三叉戟火力超西班牙1.8球和英格兰1.7球。,model_01_predictions.json
model_01_3,建模派,前精算师,阿根廷,阿根廷|西班牙|法国,61,Elo评级+北美东道主加成后阿根廷大赛稳定性评分最高，模拟10000次夺冠概率16.8%显著高于博彩10.5%。,model_01_predictions.json
model_02_1,建模派,机器学习工程师,西班牙,西班牙|法国|英格兰,78,XGBoost在47维特征上训练1930年以来全部世界杯数据，5折AUC=0.84，输出西班牙夺冠概率22.3%居首。,wc2026_aggregation.json
model_02_2,建模派,统计学教授,法国,法国|西班牙|英格兰,72,贝叶斯先验取赔率隐含15.4%，纳入德尚谢幕战+13名新秀斗志加成似然比1.25，后验更新至19.2%。,wc2026_aggregation.json
model_02_3,建模派,前博彩量化分析师,巴西,巴西|阿根廷|葡萄牙,58,HMM将球队状态建模为隐藏变量，安切洛蒂执教带来战术跃迁概率+28%，修正夺冠概率至13.8%。,wc2026_aggregation.json
model_03_1,建模派,体育数据公司CTO,法国,法国|西班牙|英格兰,72,随机森林集成1000棵树综合四维度特征，法国14.8亿欧+I组最轻松出线路径，模型输出21.4%最高。,model_03_predictions.json
model_03_2,建模派,大学数学系教授,法国,法国|阿根廷|葡萄牙,65,逻辑回归赋予大赛经验最高权重，法国2018冠军2022亚军经验系数0.38为模型最高项。,model_03_predictions.json
model_03_3,建模派,前对冲基金量化研究员,西班牙,西班牙|法国|挪威,58,神经网络捕捉到西班牙24个月不败+亚马尔恢复训练的隐藏信号，真实胜率19.2%高于赔率16.7%。,model_03_predictions.json
model_04_1,建模派,足球游戏AI工程师,西班牙,西班牙|法国|阿根廷,78,FIFA游戏引擎模拟10万次，西班牙阵容深度94.7化学反应95.1均居首，量化巴西伤病和法国格里兹曼缺失影响。,model_04_predictions.json
model_04_2,建模派,运筹学专家,法国,法国|西班牙|阿根廷,72,动态规划优化淘汰赛路径，法国Group I的98.2%出线概率+14.8亿欧使路径期望值最大。,model_04_predictions.json
model_04_3,建模派,前NASA数据分析师,阿根廷,阿根廷|法国|德国,65,系统动力学追踪信心-表现正反馈回路，阿根廷系统超稳态突破1962年以来无人卫冕规律。,model_04_predictions.json
model_05_1,建模派,前谷歌数据科学家,法国,法国|西班牙|英格兰,78,Transformer将法国2018冠军+2022亚军序列编码为核心模式，注意力权重识别出身价与赔率间定价偏差。,model_05_predictions.json
model_05_2,建模派,风险管理顾问,葡萄牙,葡萄牙|法国|阿根廷,55,EVT极值模型显示葡萄牙+1100隐含8.3%被严重低估，C罗第六次参赛是历史唯一极端事件，应定价+700以内。,model_05_predictions.json
model_05_3,建模派,前FIFA数据官,西班牙,西班牙|法国|德国,75,FIFA官方技术评估模型中西班牙综合技术分最高，FIFA第1+不败+欧洲杯冠军三重指标叠加。,model_05_predictions.json
model_06_1,建模派,前AWS工程师,西班牙,西班牙|法国|英格兰,78,云计算并行模拟百万次，西班牙自2024年3月不败+1.27B阵容，蒙特卡洛夺冠期望值17.2%。,model_06_predictions.json
model_06_2,建模派,体育经济学家,法国,法国|西班牙|阿根廷,72,博弈论分析淘汰赛策略，德尚最后一舞激励兼容，贝叶斯纳什均衡真实胜率19.6%。,model_06_predictions.json
model_06_3,建模派,前微软研究院科学家,英格兰,英格兰|西班牙|葡萄牙,65,因果推断模型图赫尔换帅ATE+23%，1.31B阵容+温和小组赛因果路径指向英格兰被低估。,model_06_predictions.json
model_07_1,建模派,Kaggle竞赛冠军,西班牙,西班牙|法国|阿根廷,82,Stacking融合多层信号，西班牙FIFA#1+不败纪录+欧洲杯冠军综合得分最高，融合后夺冠概率21.4%。,model_07_predictions.json
model_07_2,建模派,前Uber数据科学家,法国,法国|西班牙|阿根廷,76,XGBoost GBM以身价为核心特征权重最高，法国14.8B阵容价值是决定性变量，模型输出19.8%。,model_07_predictions.json
model_07_3,建模派,体育数据产品经理,英格兰,英格兰|法国|西班牙,71,A/B测试将伤病因子作为显著性检验变量，法国5人伤病vs英格兰全员健康，实验组胜率提升23个百分点。,model_07_predictions.json
model_08_1,建模派,前Netflix推荐算法工程师,西班牙,西班牙|法国|阿根廷,78,协同过滤将西班牙与历史冠军模板特征匹配，FIFA第1+不败+亚马尔2.33亿欧与2010冠军版高度重合。,model_08_predictions.json
model_08_2,建模派,前Twitter数据科学家,法国,法国|西班牙|英格兰,72,混合模型情感分析捕捉德尚最后一届情绪爆发信号，情感+结构双模态融合后综合评分超越西班牙。,model_08_predictions.json
model_08_3,建模派,体育科技创业者,德国,德国|西班牙|葡萄牙,65,计算机视觉分析训练视频发现穆西亚拉维尔茨传球精度跑动效率在所有双核中最高，9.98亿欧训练质量转化率最优。,model_08_predictions.json
model_09_1,建模派,前OpenAI研究员,法国,法国|西班牙|葡萄牙,72,GPT-4对法国队更衣室文本情感分析，德尚最后一舞凝聚力指数0.87超过2022年夺冠时0.82。,wc2026_aggregation.json
model_09_2,建模派,前FIFA技术分析师,西班牙,西班牙|法国|德国,68,传控网络图模型显示西班牙中场三角传球网络中心度指数91.3全欧最高，网络冗余度显著优于法国。,wc2026_aggregation.json
model_09_3,建模派,前彭博量化分析师,德国,德国|西班牙|阿根廷,55,ARIMA状态趋势模型显示德国近18个月FIFA排名从第16升至第9，穆西亚拉+维尔茨进球贡献率时间序列斜率达峰值。,wc2026_aggregation.json
model_10_1,建模派,体育数据界德布罗意,德国,德国|西班牙|法国,62,QP-Wavelet模型显示德国被严重低估，波函数坍缩概率22.3%。穆西亚拉+维尔茨双核驱动，+1400非对称定价明显。,wc2026_aggregation.json
model_10_2,建模派,前麦肯锡数据顾问,西班牙,西班牙|法国|英格兰,78,麦肯锡7维加权评分模型西班牙87.6分领跑。FIFA#1 ESPN#1 不败 欧洲杯冠军，量化评分全面碾压。,wc2026_aggregation.json
model_10_3,建模派,足球数据极客,法国,法国|阿根廷|德国,65,手工Ensemble模型算出法国真实概率21.7%，赔率+550严重低估。身价14.8亿欧冠绝32强，德尚谢幕战动力因子+姆巴佩大赛基因构成超额收益。,wc2026_aggregation.json
